steps,best_pred_error_rate
14750,"{0: 0.93, 1: 0.42, 2: 0.32, 3: 0.37, 4: 0.35}"
15000,"{0: 0.94, 1: 0.45, 2: 0.38, 3: 0.33, 4: 0.26}"
15250,"{0: 0.96, 1: 0.4, 2: 0.31, 3: 0.28, 4: 0.36}"
15500,"{0: 0.96, 1: 0.48, 2: 0.42, 3: 0.38, 4: 0.31}"
15750,"{0: 0.98, 1: 0.33, 2: 0.37, 3: 0.39, 4: 0.29}"
16000,"{0: 0.94, 1: 0.42, 2: 0.38, 3: 0.29, 4: 0.39}"
16250,"{0: 0.97, 1: 0.44, 2: 0.33, 3: 0.29, 4: 0.33}"
16500,"{0: 0.94, 1: 0.42, 2: 0.29, 3: 0.35, 4: 0.27}"
16750,"{0: 0.95, 1: 0.43, 2: 0.33, 3: 0.23, 4: 0.31}"
17000,"{0: 0.97, 1: 0.43, 2: 0.34, 3: 0.26, 4: 0.35}"
17250,"{0: 0.93, 1: 0.5, 2: 0.31, 3: 0.24, 4: 0.31}"
17500,"{0: 0.96, 1: 0.44, 2: 0.3, 3: 0.34, 4: 0.3}"
17750,"{0: 0.93, 1: 0.44, 2: 0.31, 3: 0.26, 4: 0.32}"
18000,"{0: 0.98, 1: 0.48, 2: 0.34, 3: 0.32, 4: 0.31}"
18250,"{0: 0.94, 1: 0.4, 2: 0.35, 3: 0.28, 4: 0.27}"
18500,"{0: 0.95, 1: 0.36, 2: 0.26, 3: 0.34, 4: 0.29}"
18750,"{0: 0.87, 1: 0.3, 2: 0.34, 3: 0.28, 4: 0.24}"
19000,"{0: 0.9, 1: 0.43, 2: 0.26, 3: 0.34, 4: 0.23}"
19250,"{0: 0.95, 1: 0.39, 2: 0.29, 3: 0.33, 4: 0.38}"
19500,"{0: 0.97, 1: 0.41, 2: 0.3, 3: 0.32, 4: 0.29}"
19750,"{0: 0.97, 1: 0.4, 2: 0.23, 3: 0.32, 4: 0.38}"
20000,"{0: 0.95, 1: 0.42, 2: 0.39, 3: 0.33, 4: 0.29}"
20250,"{0: 0.91, 1: 0.48, 2: 0.34, 3: 0.28, 4: 0.31}"
20500,"{0: 0.94, 1: 0.47, 2: 0.31, 3: 0.36, 4: 0.25}"
20750,"{0: 0.96, 1: 0.32, 2: 0.27, 3: 0.25, 4: 0.32}"
21000,"{0: 0.94, 1: 0.42, 2: 0.33, 3: 0.25, 4: 0.3}"
21250,"{0: 0.95, 1: 0.39, 2: 0.35, 3: 0.24, 4: 0.34}"
21500,"{0: 0.95, 1: 0.31, 2: 0.34, 3: 0.3, 4: 0.26}"
21750,"{0: 0.96, 1: 0.43, 2: 0.25, 3: 0.25, 4: 0.31}"
22000,"{0: 0.96, 1: 0.52, 2: 0.37, 3: 0.3, 4: 0.33}"
22250,"{0: 0.92, 1: 0.41, 2: 0.36, 3: 0.25, 4: 0.31}"
22500,"{0: 0.97, 1: 0.37, 2: 0.22, 3: 0.28, 4: 0.32}"
22750,"{0: 0.95, 1: 0.31, 2: 0.27, 3: 0.28, 4: 0.25}"
23000,"{0: 0.96, 1: 0.38, 2: 0.29, 3: 0.36, 4: 0.33}"
23250,"{0: 0.97, 1: 0.41, 2: 0.3, 3: 0.29, 4: 0.29}"
23500,"{0: 0.97, 1: 0.41, 2: 0.34, 3: 0.28, 4: 0.31}"
23750,"{0: 0.91, 1: 0.34, 2: 0.25, 3: 0.25, 4: 0.29}"
24000,"{0: 0.97, 1: 0.33, 2: 0.37, 3: 0.26, 4: 0.33}"
24250,"{0: 0.96, 1: 0.41, 2: 0.3, 3: 0.29, 4: 0.25}"
24500,"{0: 0.93, 1: 0.46, 2: 0.31, 3: 0.3, 4: 0.4}"
24750,"{0: 0.97, 1: 0.39, 2: 0.29, 3: 0.39, 4: 0.33}"
25000,"{0: 0.96, 1: 0.47, 2: 0.27, 3: 0.18, 4: 0.26}"
