steps,best_pred_error_rate
11000,"{0: 0.93, 1: 0.41, 2: 0.43, 3: 0.47, 4: 0.47}"
11250,"{0: 0.91, 1: 0.4, 2: 0.24, 3: 0.5, 4: 0.34}"
11500,"{0: 0.93, 1: 0.37, 2: 0.39, 3: 0.39, 4: 0.35}"
11750,"{0: 0.9, 1: 0.26, 2: 0.42, 3: 0.41, 4: 0.44}"
12000,"{0: 0.9, 1: 0.35, 2: 0.34, 3: 0.41, 4: 0.37}"
12250,"{0: 0.93, 1: 0.43, 2: 0.34, 3: 0.44, 4: 0.37}"
12500,"{0: 0.95, 1: 0.38, 2: 0.37, 3: 0.48, 4: 0.37}"
12750,"{0: 0.95, 1: 0.38, 2: 0.52, 3: 0.42, 4: 0.5}"
13000,"{0: 0.97, 1: 0.33, 2: 0.43, 3: 0.42, 4: 0.42}"
13250,"{0: 0.99, 1: 0.34, 2: 0.42, 3: 0.29, 4: 0.35}"
13500,"{0: 0.94, 1: 0.31, 2: 0.4, 3: 0.36, 4: 0.42}"
13750,"{0: 0.91, 1: 0.38, 2: 0.4, 3: 0.46, 4: 0.37}"
14000,"{0: 0.95, 1: 0.32, 2: 0.27, 3: 0.41, 4: 0.32}"
14250,"{0: 0.94, 1: 0.36, 2: 0.42, 3: 0.38, 4: 0.24}"
14500,"{0: 0.95, 1: 0.42, 2: 0.5, 3: 0.48, 4: 0.44}"
14750,"{0: 0.94, 1: 0.32, 2: 0.4, 3: 0.45, 4: 0.41}"
15000,"{0: 0.98, 1: 0.32, 2: 0.33, 3: 0.32, 4: 0.4}"
15250,"{0: 0.94, 1: 0.43, 2: 0.41, 3: 0.36, 4: 0.39}"
15500,"{0: 0.87, 1: 0.53, 2: 0.33, 3: 0.42, 4: 0.41}"
15750,"{0: 0.92, 1: 0.42, 2: 0.4, 3: 0.47, 4: 0.41}"
16000,"{0: 0.93, 1: 0.41, 2: 0.35, 3: 0.34, 4: 0.4}"
16250,"{0: 0.98, 1: 0.43, 2: 0.33, 3: 0.39, 4: 0.32}"
16500,"{0: 0.96, 1: 0.41, 2: 0.32, 3: 0.4, 4: 0.39}"
16750,"{0: 0.98, 1: 0.31, 2: 0.36, 3: 0.49, 4: 0.42}"
17000,"{0: 0.91, 1: 0.33, 2: 0.48, 3: 0.42, 4: 0.36}"
17250,"{0: 0.97, 1: 0.41, 2: 0.45, 3: 0.41, 4: 0.48}"
17500,"{0: 0.97, 1: 0.43, 2: 0.49, 3: 0.45, 4: 0.41}"
17750,"{0: 0.97, 1: 0.41, 2: 0.37, 3: 0.39, 4: 0.42}"
18000,"{0: 0.96, 1: 0.36, 2: 0.39, 3: 0.36, 4: 0.3}"
18250,"{0: 0.93, 1: 0.36, 2: 0.4, 3: 0.35, 4: 0.36}"
18500,"{0: 0.96, 1: 0.38, 2: 0.48, 3: 0.37, 4: 0.37}"
18750,"{0: 0.93, 1: 0.28, 2: 0.4, 3: 0.38, 4: 0.31}"
19000,"{0: 0.96, 1: 0.39, 2: 0.39, 3: 0.34, 4: 0.43}"
19250,"{0: 0.96, 1: 0.38, 2: 0.38, 3: 0.48, 4: 0.3}"
19500,"{0: 0.94, 1: 0.32, 2: 0.39, 3: 0.4, 4: 0.41}"
19750,"{0: 1.0, 1: 0.33, 2: 0.4, 3: 0.39, 4: 0.45}"
20000,"{0: 0.94, 1: 0.38, 2: 0.36, 3: 0.36, 4: 0.34}"
20250,"{0: 0.93, 1: 0.42, 2: 0.38, 3: 0.4, 4: 0.32}"
20500,"{0: 0.92, 1: 0.44, 2: 0.45, 3: 0.43, 4: 0.35}"
20750,"{0: 0.96, 1: 0.41, 2: 0.37, 3: 0.47, 4: 0.4}"
21000,"{0: 1.0, 1: 0.36, 2: 0.34, 3: 0.31, 4: 0.33}"
21250,"{0: 0.96, 1: 0.4, 2: 0.46, 3: 0.37, 4: 0.31}"
21500,"{0: 0.96, 1: 0.34, 2: 0.44, 3: 0.4, 4: 0.46}"
21750,"{0: 0.98, 1: 0.45, 2: 0.41, 3: 0.53, 4: 0.34}"
22000,"{0: 0.95, 1: 0.28, 2: 0.3, 3: 0.34, 4: 0.34}"
22250,"{0: 0.96, 1: 0.27, 2: 0.35, 3: 0.42, 4: 0.39}"
22500,"{0: 0.95, 1: 0.44, 2: 0.49, 3: 0.42, 4: 0.48}"
22750,"{0: 0.95, 1: 0.38, 2: 0.37, 3: 0.4, 4: 0.4}"
23000,"{0: 0.96, 1: 0.45, 2: 0.44, 3: 0.44, 4: 0.44}"
23250,"{0: 0.96, 1: 0.44, 2: 0.41, 3: 0.34, 4: 0.43}"
23500,"{0: 0.93, 1: 0.37, 2: 0.44, 3: 0.39, 4: 0.36}"
23750,"{0: 0.92, 1: 0.46, 2: 0.38, 3: 0.36, 4: 0.38}"
24000,"{0: 0.96, 1: 0.45, 2: 0.53, 3: 0.4, 4: 0.49}"
24250,"{0: 0.98, 1: 0.45, 2: 0.36, 3: 0.38, 4: 0.42}"
24500,"{0: 0.92, 1: 0.36, 2: 0.35, 3: 0.35, 4: 0.43}"
24750,"{0: 0.98, 1: 0.4, 2: 0.36, 3: 0.27, 4: 0.3}"
25000,"{0: 0.95, 1: 0.46, 2: 0.49, 3: 0.32, 4: 0.37}"
