steps,best_pred_error_rate
14000,"{0: 0.95, 1: 0.53, 2: 0.33, 3: 0.32, 4: 0.35}"
14250,"{0: 0.94, 1: 0.38, 2: 0.38, 3: 0.3, 4: 0.27}"
14500,"{0: 0.97, 1: 0.42, 2: 0.35, 3: 0.24, 4: 0.26}"
14750,"{0: 0.94, 1: 0.43, 2: 0.34, 3: 0.21, 4: 0.26}"
15000,"{0: 0.92, 1: 0.43, 2: 0.29, 3: 0.23, 4: 0.29}"
15250,"{0: 0.97, 1: 0.39, 2: 0.26, 3: 0.23, 4: 0.31}"
15500,"{0: 0.91, 1: 0.44, 2: 0.31, 3: 0.28, 4: 0.3}"
15750,"{0: 0.94, 1: 0.42, 2: 0.28, 3: 0.33, 4: 0.32}"
16000,"{0: 0.91, 1: 0.5, 2: 0.3, 3: 0.33, 4: 0.26}"
16250,"{0: 0.94, 1: 0.4, 2: 0.33, 3: 0.2, 4: 0.32}"
16500,"{0: 0.93, 1: 0.49, 2: 0.28, 3: 0.33, 4: 0.31}"
16750,"{0: 0.94, 1: 0.53, 2: 0.27, 3: 0.29, 4: 0.29}"
17000,"{0: 0.97, 1: 0.48, 2: 0.37, 3: 0.36, 4: 0.4}"
17250,"{0: 0.92, 1: 0.59, 2: 0.38, 3: 0.31, 4: 0.32}"
17500,"{0: 0.95, 1: 0.43, 2: 0.23, 3: 0.22, 4: 0.29}"
17750,"{0: 0.94, 1: 0.4, 2: 0.35, 3: 0.35, 4: 0.21}"
18000,"{0: 0.97, 1: 0.4, 2: 0.3, 3: 0.35, 4: 0.34}"
18250,"{0: 0.91, 1: 0.46, 2: 0.3, 3: 0.38, 4: 0.26}"
18500,"{0: 0.93, 1: 0.41, 2: 0.27, 3: 0.28, 4: 0.3}"
18750,"{0: 0.97, 1: 0.42, 2: 0.35, 3: 0.35, 4: 0.29}"
19000,"{0: 0.99, 1: 0.45, 2: 0.31, 3: 0.33, 4: 0.23}"
19250,"{0: 0.96, 1: 0.45, 2: 0.3, 3: 0.31, 4: 0.29}"
19500,"{0: 0.97, 1: 0.53, 2: 0.27, 3: 0.34, 4: 0.24}"
19750,"{0: 0.94, 1: 0.4, 2: 0.31, 3: 0.29, 4: 0.38}"
20000,"{0: 0.93, 1: 0.47, 2: 0.31, 3: 0.29, 4: 0.34}"
20250,"{0: 0.95, 1: 0.45, 2: 0.36, 3: 0.29, 4: 0.28}"
20500,"{0: 0.97, 1: 0.37, 2: 0.3, 3: 0.33, 4: 0.36}"
20750,"{0: 0.94, 1: 0.41, 2: 0.37, 3: 0.29, 4: 0.23}"
21000,"{0: 0.95, 1: 0.48, 2: 0.26, 3: 0.27, 4: 0.29}"
21250,"{0: 0.95, 1: 0.47, 2: 0.31, 3: 0.36, 4: 0.35}"
21500,"{0: 0.92, 1: 0.42, 2: 0.29, 3: 0.21, 4: 0.27}"
21750,"{0: 0.95, 1: 0.42, 2: 0.35, 3: 0.32, 4: 0.29}"
22000,"{0: 0.96, 1: 0.37, 2: 0.43, 3: 0.35, 4: 0.29}"
22250,"{0: 0.98, 1: 0.45, 2: 0.33, 3: 0.25, 4: 0.32}"
22500,"{0: 0.93, 1: 0.45, 2: 0.21, 3: 0.29, 4: 0.29}"
22750,"{0: 0.98, 1: 0.42, 2: 0.28, 3: 0.28, 4: 0.27}"
23000,"{0: 0.94, 1: 0.48, 2: 0.3, 3: 0.25, 4: 0.23}"
23250,"{0: 0.94, 1: 0.44, 2: 0.31, 3: 0.3, 4: 0.33}"
23500,"{0: 0.94, 1: 0.35, 2: 0.31, 3: 0.17, 4: 0.32}"
23750,"{0: 0.9, 1: 0.45, 2: 0.28, 3: 0.29, 4: 0.29}"
24000,"{0: 0.92, 1: 0.48, 2: 0.43, 3: 0.27, 4: 0.26}"
24250,"{0: 0.99, 1: 0.4, 2: 0.26, 3: 0.33, 4: 0.27}"
24500,"{0: 0.95, 1: 0.36, 2: 0.29, 3: 0.28, 4: 0.25}"
24750,"{0: 0.96, 1: 0.48, 2: 0.28, 3: 0.26, 4: 0.35}"
25000,"{0: 0.95, 1: 0.48, 2: 0.37, 3: 0.33, 4: 0.26}"
